lng,lat,class,count
116.45,39.95,淫秽广告,91
116.45,39.96,淫秽广告,92
116.45,39.9,代开发票或办证,345
116.46000000000001,39.9,代开发票或办证,834
116.44,39.95,淫秽广告,20
116.44,39.94,淫秽广告,392
116.45,39.94,淫秽广告,164
116.46000000000001,39.93,淫秽广告,97
116.46000000000001,39.9,淫秽广告,186
116.46000000000001,39.89,淫秽广告,95
116.45,39.89,淫秽广告,36
116.46000000000001,39.87,淫秽广告,122
116.46000000000001,39.86,淫秽广告,56
116.43,39.89,淫秽广告,15
116.44,39.9,淫秽广告,400
116.45,39.9,淫秽广告,185
116.44,39.87,淫秽广告,77
116.46000000000001,39.94,淫秽广告,105
116.45,39.87,淫秽广告,313
116.45,39.93,淫秽广告,37
116.44,39.96,淫秽广告,84
116.41,39.980000000000004,淫秽广告,178
116.41,40.17,代开发票或办证,4
116.41,40.18,代开发票或办证,3
116.53,39.95,代开发票或办证,24
116.52,39.95,代开发票或办证,24
116.52,39.96,代开发票或办证,4
116.48,39.83,代开发票或办证,7
116.47,39.83,代开发票或办证,100
116.49000000000001,39.84,代开发票或办证,14
116.39,39.94,淫秽广告,47
116.41,39.94,淫秽广告,15
116.45,39.92,淫秽广告,43
116.41,40.08,代开发票或办证,73
116.41,40.07,代开发票或办证,161
116.33,39.74,代开发票或办证,29
116.46000000000001,39.93,代开发票或办证,407
116.48,39.89,代开发票或办证,298
116.41,40.06,代开发票或办证,147
116.43,39.980000000000004,代开发票或办证,123
116.43,39.96,代开发票或办证,205
116.36,39.99,代开发票或办证,18
116.37,39.99,代开发票或办证,36
116.31,39.88,代开发票或办证,159
116.60000000000001,39.9,代开发票或办证,55
116.59,39.9,代开发票或办证,62
116.33,40.04,代开发票或办证,61
116.32000000000001,40.050000000000004,代开发票或办证,138
116.46000000000001,39.86,代开发票或办证,231
116.4,39.97,代开发票或办证,169
116.38,39.96,代开发票或办证,141
116.41,39.96,代开发票或办证,356
116.4,39.96,代开发票或办证,242
116.69,39.87,代开发票或办证,34
116.3,39.88,代开发票或办证,110
116.3,39.89,代开发票或办证,59
116.69,39.86,代开发票或办证,49
116.46000000000001,39.92,代开发票或办证,543
116.42,39.83,代开发票或办证,58
116.41,39.83,代开发票或办证,20
116.43,39.85,代开发票或办证,288
116.47,39.910000000000004,代开发票或办证,548
116.45,39.910000000000004,代开发票或办证,313
116.41,40.07,其它广告,25
116.45,39.95,代开发票或办证,267
116.46000000000001,39.95,代开发票或办证,145
116.41,39.85,代开发票或办证,314
116.41,39.84,代开发票或办证,84
116.49000000000001,39.87,代开发票或办证,65
116.48,39.9,代开发票或办证,104
116.4,40.0,代开发票或办证,208
116.36,39.85,代开发票或办证,85
116.37,39.85,代开发票或办证,192
116.46000000000001,39.89,代开发票或办证,491
116.34,39.730000000000004,代开发票或办证,46
116.14,39.74,代开发票或办证,56
116.15,39.74,代开发票或办证,7
116.46000000000001,39.94,代开发票或办证,220
116.49000000000001,39.95,代开发票或办证,66
116.46000000000001,39.96,代开发票或办证,28
116.41,39.980000000000004,代开发票或办证,336
116.39,39.99,代开发票或办证,4
116.38,39.99,代开发票或办证,25
116.38,40.0,代开发票或办证,33
116.46000000000001,39.87,代开发票或办证,663
116.42,39.97,代开发票或办证,81
116.36,39.910000000000004,其它广告,2
116.27,39.910000000000004,代开发票或办证,100
116.28,39.910000000000004,代开发票或办证,15
116.3,39.82,代开发票或办证,60
116.31,39.82,代开发票或办证,39
116.28,40.1,其它广告,6
116.29,40.1,其它广告,3
116.48,39.910000000000004,代开发票或办证,350
116.48,39.92,代开发票或办证,247
116.47,39.92,代开发票或办证,202
116.45,39.87,代开发票或办证,249
116.27,39.89,代开发票或办证,52
116.28,39.88,代开发票或办证,47
116.38,39.85,代开发票或办证,214
116.45,39.980000000000004,代开发票或办证,75
116.42,39.84,代开发票或办证,136
116.39,40.02,代开发票或办证,21
116.37,39.980000000000004,代开发票或办证,138
116.32000000000001,40.050000000000004,其它广告,21
116.42,39.87,代开发票或办证,56
116.42,39.86,代开发票或办证,137
116.47,39.9,代开发票或办证,519
116.49000000000001,39.9,代开发票或办证,168
116.77,39.83,代开发票或办证,3
116.78,39.82,代开发票或办证,2
116.46000000000001,39.85,代开发票或办证,54
116.47,39.85,代开发票或办证,74
116.47,39.86,代开发票或办证,126
116.48,40.050000000000004,代开发票或办证,4
116.62,40.11,代开发票或办证,1
116.44,39.96,代开发票或办证,575
