lng,lat,class,count
116.44,39.94,淫秽广告,241
116.45,39.94,淫秽广告,108
116.5,39.94,房产广告,5
116.45,39.9,淫秽广告,231
116.44,39.9,淫秽广告,413
116.45,39.95,淫秽广告,101
116.27,39.96,淫秽广告,1
116.27,39.97,淫秽广告,1
116.53,39.9,房产广告,4
116.47,39.9,淫秽广告,271
116.47,39.910000000000004,淫秽广告,509
116.45,39.910000000000004,淫秽广告,256
116.43,39.96,淫秽广告,45
116.46000000000001,39.9,淫秽广告,253
116.46000000000001,39.87,代开发票或办证,525
116.45,39.86,代开发票或办证,370
116.49000000000001,39.92,代开发票或办证,160
116.57000000000001,39.9,代开发票或办证,75
116.47,39.86,代开发票或办证,171
116.51,39.9,代开发票或办证,46
116.5,39.910000000000004,代开发票或办证,168
116.46000000000001,39.86,代开发票或办证,192
116.58,39.9,代开发票或办证,16
116.42,39.89,代开发票或办证,39
116.55,39.910000000000004,代开发票或办证,103
116.65,39.89,代开发票或办证,33
116.64,39.89,代开发票或办证,35
116.34,39.81,代开发票或办证,8
116.34,39.82,代开发票或办证,88
116.5,39.86,代开发票或办证,107
116.48,39.87,代开发票或办证,86
116.5,39.89,代开发票或办证,61
116.5,39.92,代开发票或办证,301
116.38,40.1,代开发票或办证,10
116.38,40.09,代开发票或办证,1
116.37,40.1,代开发票或办证,15
116.64,39.9,代开发票或办证,66
116.68,39.89,代开发票或办证,10
116.68,39.88,代开发票或办证,9
116.49000000000001,39.910000000000004,代开发票或办证,310
116.45,39.96,代开发票或办证,165
116.44,39.96,代开发票或办证,197
116.46000000000001,39.9,代开发票或办证,511
116.44,40.07,代开发票或办证,5
116.65,39.97,代开发票或办证,4
116.65,39.96,代开发票或办证,6
116.64,39.97,代开发票或办证,2
116.38,39.96,代开发票或办证,151
116.37,39.96,代开发票或办证,74
116.46000000000001,39.89,代开发票或办证,439
116.46000000000001,39.88,代开发票或办证,426
116.45,39.88,代开发票或办证,187
116.23,39.9,代开发票或办证,20
116.46000000000001,39.92,代开发票或办证,282
116.47,39.84,代开发票或办证,29
116.4,39.96,代开发票或办证,164
116.26,39.92,代开发票或办证,17
116.47,39.92,代开发票或办证,188
116.11,39.72,代开发票或办证,22
116.49000000000001,39.89,代开发票或办证,82
