lng,lat,class,count
116.45,39.980000000000004,淫秽广告,14
116.44,39.980000000000004,淫秽广告,12
116.38,39.96,淫秽广告,57
116.43,39.93,淫秽广告,16
116.42,39.93,淫秽广告,6
116.4,39.94,淫秽广告,8
116.41,39.96,淫秽广告,35
116.43,39.94,淫秽广告,104
116.44,39.94,淫秽广告,363
116.45,39.94,淫秽广告,110
116.38,39.980000000000004,淫秽广告,29
116.39,39.980000000000004,淫秽广告,47
116.4,39.99,淫秽广告,491
116.44,39.93,淫秽广告,15
116.45,40.01,淫秽广告,2
116.38,39.99,淫秽广告,92
116.46000000000001,39.95,淫秽广告,148
116.38,40.0,淫秽广告,25
116.41,39.980000000000004,淫秽广告,64
116.47,39.95,淫秽广告,12
116.47,39.93,代开发票或办证,95
116.32000000000001,39.89,代开发票或办证,90
116.2,39.82,代开发票或办证,35
116.21000000000001,39.82,代开发票或办证,7
116.39,39.95,淫秽广告,104
116.55,39.910000000000004,代开发票或办证,82
116.57000000000001,39.9,代开发票或办证,68
116.56,39.9,代开发票或办证,44
116.47,39.910000000000004,代开发票或办证,310
116.54,39.910000000000004,代开发票或办证,82
116.46000000000001,39.9,代开发票或办证,505
116.46000000000001,39.89,代开发票或办证,549
116.29,39.82,代开发票或办证,101
116.29,39.81,代开发票或办证,52
116.33,39.96,代开发票或办证,89
116.32000000000001,39.96,代开发票或办证,94
116.33,39.97,代开发票或办证,152
116.38,39.95,代开发票或办证,36
116.39,39.94,代开发票或办证,57
116.42,39.980000000000004,代开发票或办证,123
116.3,39.81,代开发票或办证,23
116.28,39.81,代开发票或办证,27
116.51,39.910000000000004,代开发票或办证,188
116.52,39.910000000000004,代开发票或办证,129
116.46000000000001,39.93,其它诈骗,23
116.46000000000001,39.92,代开发票或办证,649
116.46000000000001,39.910000000000004,代开发票或办证,474
116.5,39.910000000000004,代开发票或办证,158
116.42,39.85,代开发票或办证,292
116.23,39.84,代开发票或办证,34
116.22,39.84,代开发票或办证,50
116.49000000000001,39.910000000000004,代开发票或办证,387
116.46000000000001,39.93,淫秽广告,82
116.45,39.93,淫秽广告,43
116.47,39.88,代开发票或办证,300
116.45,39.9,代开发票或办证,431
116.37,39.85,代开发票或办证,251
116.44,39.92,代开发票或办证,54
116.45,39.92,代开发票或办证,181
116.44,39.9,代开发票或办证,77
116.35000000000001,39.97,代开发票或办证,49
116.35000000000001,39.96,代开发票或办证,69
116.42,39.800000000000004,代开发票或办证,21
116.45,39.81,代开发票或办证,15
116.44,39.84,代开发票或办证,82
116.45,39.84,代开发票或办证,13
116.48,39.92,贷款广告,29
116.47,39.86,代开发票或办证,118
116.45,39.88,代开发票或办证,257
116.36,39.85,代开发票或办证,133
116.38,39.85,代开发票或办证,253
