lng,lat,class,count
116.39,39.94,淫秽广告,46
116.43,39.96,淫秽广告,14
116.39,39.96,淫秽广告,159
116.38,39.96,淫秽广告,56
116.41,39.980000000000004,淫秽广告,33
116.43,39.980000000000004,淫秽广告,44
116.44,39.980000000000004,淫秽广告,5
116.4,39.94,淫秽广告,8
116.44,39.94,淫秽广告,201
116.46000000000001,39.94,淫秽广告,58
116.45,39.95,淫秽广告,48
116.38,40.0,淫秽广告,23
116.68,39.92,代开发票或办证,73
116.66,39.92,代开发票或办证,17
116.65,39.92,代开发票或办证,26
116.64,39.92,代开发票或办证,28
116.16,39.76,代开发票或办证,117
116.43,39.84,代开发票或办证,52
116.44,39.84,代开发票或办证,69
116.43,39.83,代开发票或办证,37
116.48,39.89,代开发票或办证,199
116.47,39.89,代开发票或办证,157
116.39,39.86,代开发票或办证,72
116.47,39.88,代开发票或办证,113
116.48,39.92,代开发票或办证,177
116.49000000000001,39.92,代开发票或办证,111
116.46000000000001,39.83,代开发票或办证,56
116.28,39.82,代开发票或办证,262
116.28,39.81,代开发票或办证,41
116.27,39.82,代开发票或办证,6
116.41,40.02,代开发票或办证,18
116.42,40.0,代开发票或办证,6
116.43,40.01,代开发票或办证,2
116.28,39.87,代开发票或办证,20
116.28,39.85,代开发票或办证,138
116.22,39.730000000000004,代开发票或办证,8
116.22,39.72,代开发票或办证,3
116.3,39.81,代开发票或办证,11
116.29,39.81,代开发票或办证,128
116.54,39.76,代开发票或办证,88
116.55,39.76,代开发票或办证,10
116.55,39.75,代开发票或办证,12
116.29,39.77,代开发票或办证,49
116.28,39.77,代开发票或办证,31
116.48,40.09,代开发票或办证,5
116.46000000000001,39.85,代开发票或办证,18
116.43,39.85,代开发票或办证,116
116.44,39.85,代开发票或办证,54
116.59,39.92,代开发票或办证,86
116.41,40.06,代开发票或办证,45
116.4,40.06,代开发票或办证,4
116.41,40.1,代开发票或办证,17
116.42,40.1,代开发票或办证,4
116.51,39.92,代开发票或办证,136
116.44,39.83,代开发票或办证,77
116.13,39.94,代开发票或办证,7
116.46000000000001,39.910000000000004,代开发票或办证,217
116.45,39.910000000000004,代开发票或办证,160
116.45,39.92,代开发票或办证,206
116.34,39.96,代开发票或办证,47
116.46000000000001,39.84,代开发票或办证,41
116.63,39.92,代开发票或办证,53
116.41,39.83,代开发票或办证,27
116.31,39.96,代开发票或办证,76
116.42,39.93,代开发票或办证,30
116.42,39.92,代开发票或办证,21
116.24000000000001,39.89,代开发票或办证,19
116.60000000000001,39.92,代开发票或办证,117
116.51,39.87,代开发票或办证,12
116.5,39.87,代开发票或办证,55
116.61,39.92,代开发票或办证,130
116.46000000000001,39.9,代开发票或办证,389
116.46000000000001,39.88,代开发票或办证,205
116.45,39.88,代开发票或办证,89
116.44,39.88,代开发票或办证,13
116.2,39.75,代开发票或办证,31
116.16,39.77,代开发票或办证,63
116.17,39.77,代开发票或办证,27
116.27,39.87,代开发票或办证,54
116.47,39.9,代开发票或办证,584
116.29,39.85,代开发票或办证,36
116.42,40.07,代开发票或办证,19
116.36,39.910000000000004,代开发票或办证,115
116.52,39.9,代开发票或办证,73
116.45,39.980000000000004,代开发票或办证,71
116.46000000000001,39.980000000000004,代开发票或办证,40
116.57000000000001,39.89,代开发票或办证,17
116.54,39.93,代开发票或办证,28
116.55,39.92,代开发票或办证,118
116.48,39.980000000000004,代开发票或办证,468
116.49000000000001,39.980000000000004,代开发票或办证,76
116.31,39.93,代开发票或办证,58
116.43,39.93,代开发票或办证,83
116.44,39.93,代开发票或办证,60
116.60000000000001,39.9,代开发票或办证,52
116.60000000000001,39.89,代开发票或办证,9
116.15,39.76,代开发票或办证,16
116.15,39.75,代开发票或办证,21
116.14,39.75,代开发票或办证,11
116.51,39.910000000000004,代开发票或办证,234
116.41,40.07,代开发票或办证,34
116.37,39.84,房产广告,30
116.49000000000001,39.910000000000004,代开发票或办证,429
116.5,39.910000000000004,代开发票或办证,215
116.25,39.89,代开发票或办证,29
116.45,39.86,房产广告,54
116.42,39.85,房产广告,36
116.43,39.86,房产广告,9
116.42,39.86,房产广告,6
116.63,39.9,代开发票或办证,72
116.64,39.9,代开发票或办证,101
116.5,39.92,代开发票或办证,225
116.41,39.980000000000004,代开发票或办证,140
116.37,39.83,房产广告,6
116.5,39.93,代开发票或办证,104
116.51,40.0,代开发票或办证,12
116.28,39.93,代开发票或办证,21
116.52,39.910000000000004,代开发票或办证,132
116.45,39.9,代开发票或办证,254
116.4,39.96,代开发票或办证,124
116.39,39.82,代开发票或办证,1
116.43,39.800000000000004,代开发票或办证,14
116.42,39.79,代开发票或办证,14
116.44,39.97,代开发票或办证,20
116.41,39.84,代开发票或办证,265
116.26,39.79,代开发票或办证,15
116.48,39.97,代开发票或办证,276
116.48,39.85,代开发票或办证,42
116.49000000000001,39.92,冒充机构诈骗,46
116.46000000000001,39.9,房产广告,84
116.45,39.9,房产广告,27
116.45,39.89,房产广告,30
116.41,39.980000000000004,冒充机构诈骗,22
116.29,39.83,代开发票或办证,89
116.3,39.83,代开发票或办证,34
116.29,39.82,代开发票或办证,131
116.49000000000001,39.97,代开发票或办证,75
116.49000000000001,39.96,代开发票或办证,163
116.47,39.97,冒充机构诈骗,25
116.45,39.93,冒充机构诈骗,129
116.44,39.92,代开发票或办证,87
116.53,39.910000000000004,代开发票或办证,68
116.53,39.9,代开发票或办证,30
116.54,39.910000000000004,代开发票或办证,71
116.45,39.86,代开发票或办证,163
116.41,39.85,代开发票或办证,278
116.28,39.83,代开发票或办证,208
116.45,39.96,房产广告,18
116.45,39.97,房产广告,1
116.49000000000001,39.9,代开发票或办证,181
116.48,39.79,代开发票或办证,33
116.49000000000001,39.79,代开发票或办证,27
116.49000000000001,39.78,代开发票或办证,19
116.48,39.910000000000004,冒充机构诈骗,98
116.48,39.92,冒充机构诈骗,92
116.59,39.96,冒充机构诈骗,9
116.42,39.85,代开发票或办证,220
116.33,39.99,代开发票或办证,117
116.52,39.92,冒充机构诈骗,71
116.36,39.980000000000004,代开发票或办证,92
116.42,39.86,代开发票或办证,113
116.51,40.01,代开发票或办证,25
116.37,40.1,代开发票或办证,11
116.47,39.93,房产广告,6
116.48,39.93,房产广告,13
116.29,39.97,房产广告,1
116.37,39.96,房产广告,2
116.49000000000001,39.94,房产广告,1
116.39,39.83,代开发票或办证,30
116.38,39.83,代开发票或办证,27
116.62,39.9,代开发票或办证,25
116.47,39.92,代开发票或办证,133
116.27,39.95,代开发票或办证,41
