lng,lat,class,count
116.45,39.96,淫秽广告,159
116.44,39.96,淫秽广告,70
116.45,39.95,淫秽广告,121
116.46000000000001,39.89,淫秽广告,149
116.43,39.96,淫秽广告,69
116.41,39.96,淫秽广告,111
116.44,39.94,淫秽广告,503
116.46000000000001,39.94,淫秽广告,136
116.45,39.94,淫秽广告,186
116.43,39.97,淫秽广告,73
116.43,39.980000000000004,淫秽广告,117
116.44,39.980000000000004,淫秽广告,31
116.43,39.99,淫秽广告,34
116.41,39.980000000000004,淫秽广告,104
116.4,39.99,淫秽广告,538
116.41,39.99,淫秽广告,151
116.46000000000001,39.88,淫秽广告,65
116.27,40.14,代开发票或办证,5
116.4,39.71,代开发票或办证,1
116.46000000000001,39.63,代开发票或办证,2
116.32000000000001,39.67,代开发票或办证,8
116.35000000000001,39.660000000000004,代开发票或办证,1
116.47,39.99,代开发票或办证,85
116.47,39.89,代开发票或办证,169
116.48,39.89,代开发票或办证,133
116.48,39.9,代开发票或办证,142
116.47,39.910000000000004,代开发票或办证,258
116.53,39.99,代开发票或办证,9
116.52,39.99,代开发票或办证,3
116.37,39.99,代开发票或办证,24
116.36,40.0,代开发票或办证,30
116.38,39.980000000000004,代开发票或办证,97
116.42,39.86,代开发票或办证,28
116.41,39.86,代开发票或办证,22
116.44,39.96,代开发票或办证,239
116.46000000000001,39.92,代开发票或办证,275
116.47,39.92,代开发票或办证,110
116.56,39.9,代开发票或办证,61
116.55,39.910000000000004,代开发票或办证,96
116.67,39.9,代开发票或办证,38
116.49000000000001,39.980000000000004,代开发票或办证,36
116.29,39.99,代开发票或办证,12
116.39,39.85,代开发票或办证,202
116.38,39.85,代开发票或办证,105
116.32000000000001,39.96,代开发票或办证,73
116.55,39.75,代开发票或办证,10
116.54,39.75,代开发票或办证,71
116.36,39.97,代开发票或办证,67
116.42,39.94,代开发票或办证,81
116.3,39.94,代开发票或办证,16
116.27,39.88,代开发票或办证,74
116.27,39.89,代开发票或办证,204
116.46000000000001,39.89,其它诈骗,4
116.46000000000001,39.89,其它广告,2
116.48,39.88,代开发票或办证,63
116.49000000000001,39.87,代开发票或办证,37
116.49000000000001,39.88,代开发票或办证,4
116.35000000000001,39.84,代开发票或办证,29
116.34,39.84,代开发票或办证,64
116.36,39.96,代开发票或办证,67
116.37,39.96,代开发票或办证,91
116.45,39.92,代开发票或办证,133
116.45,39.910000000000004,代开发票或办证,202
116.64,39.910000000000004,代开发票或办证,7
116.53,39.92,代开发票或办证,25
116.62,39.910000000000004,代开发票或办证,21
116.47,39.88,代开发票或办证,190
116.39,39.88,代开发票或办证,11
116.47,39.84,代开发票或办证,21
116.34,39.730000000000004,代开发票或办证,47
116.35000000000001,39.730000000000004,代开发票或办证,5
116.36,39.72,代开发票或办证,2
116.48,39.87,代开发票或办证,40
116.19,39.800000000000004,代开发票或办证,40
116.2,39.800000000000004,代开发票或办证,11
116.41,39.980000000000004,代开发票或办证,244
116.42,39.980000000000004,代开发票或办证,90
116.27,39.87,代开发票或办证,56
116.2,39.75,代开发票或办证,37
116.32000000000001,39.68,代开发票或办证,27
116.46000000000001,39.9,代开发票或办证,469
116.46000000000001,39.88,代开发票或办证,471
116.46000000000001,39.89,代开发票或办证,397
116.46000000000001,39.9,淫秽广告,242
116.26,39.86,代开发票或办证,21
116.25,39.86,代开发票或办证,7
116.2,39.81,代开发票或办证,30
116.23,39.84,代开发票或办证,26
116.49000000000001,39.9,代开发票或办证,222
116.27,40.11,代开发票或办证,11
116.27,40.1,代开发票或办证,20
116.28,40.1,代开发票或办证,26
116.45,39.88,代开发票或办证,183
116.29,39.87,代开发票或办证,26
116.41,39.85,代开发票或办证,145
116.49000000000001,39.910000000000004,代开发票或办证,358
116.46000000000001,39.980000000000004,其它广告,2
116.29,39.82,代开发票或办证,73
116.28,39.82,代开发票或办证,84
116.48,39.92,其它广告,24
116.45,39.93,代开发票或办证,90
116.45,39.89,代开发票或办证,95
116.44,39.93,代开发票或办证,35
116.44,39.92,代开发票或办证,61
116.46000000000001,39.86,代开发票或办证,174
116.45,39.9,代开发票或办证,321
116.41,39.99,代开发票或办证,86
116.32000000000001,40.03,代开发票或办证,7
116.33,40.04,代开发票或办证,17
116.32000000000001,40.050000000000004,代开发票或办证,37
116.47,39.99,其它广告,7
116.22,39.84,代开发票或办证,46
116.35000000000001,39.83,代开发票或办证,32
116.38,39.83,代开发票或办证,89
116.46000000000001,39.910000000000004,代开发票或办证,167
116.46000000000001,39.87,代开发票或办证,328
116.45,39.86,代开发票或办证,182
116.42,39.84,代开发票或办证,161
116.66,39.86,代开发票或办证,47
116.35000000000001,39.96,代开发票或办证,68
116.53,39.86,代开发票或办证,47
116.48,39.97,代开发票或办证,164
116.5,39.980000000000004,代开发票或办证,15
116.45,39.87,代开发票或办证,105
116.3,39.910000000000004,代开发票或办证,22
116.31,39.910000000000004,代开发票或办证,34
116.38,39.96,代开发票或办证,221
116.38,39.97,代开发票或办证,33
116.47,39.93,其它广告,9
116.4,39.97,代开发票或办证,66
116.4,39.96,代开发票或办证,164
116.41,39.96,代开发票或办证,191
116.31,39.93,代开发票或办证,102
116.27,39.92,代开发票或办证,59
116.44,39.800000000000004,房产广告,51
116.34,40.03,代开发票或办证,48
116.35000000000001,40.04,代开发票或办证,11
116.32000000000001,40.04,代开发票或办证,12
116.45,39.96,代开发票或办证,222
116.47,39.9,代开发票或办证,335
116.41,39.83,房产广告,3
116.42,39.83,房产广告,13
116.5,40.0,代开发票或办证,15
116.51,40.0,代开发票或办证,10
116.46000000000001,39.93,代开发票或办证,322
116.59,39.92,代开发票或办证,61
116.41,39.97,代开发票或办证,71
116.28,39.86,代开发票或办证,11
116.51,39.9,代开发票或办证,36
116.28,39.85,冒充机构诈骗,5
116.69,39.910000000000004,代开发票或办证,11
116.68,39.910000000000004,代开发票或办证,10
116.63,39.89,代开发票或办证,27
116.53,39.89,代开发票或办证,18
116.48,39.910000000000004,代开发票或办证,203
116.53,39.910000000000004,代开发票或办证,85
116.34,39.72,代开发票或办证,25
116.05,39.71,代开发票或办证,5
116.32000000000001,39.69,代开发票或办证,8
116.58,39.92,代开发票或办证,29
116.4,39.84,代开发票或办证,76
116.36,39.980000000000004,代开发票或办证,84
116.37,39.97,代开发票或办证,42
116.37,39.980000000000004,代开发票或办证,91
116.51,39.910000000000004,代开发票或办证,162
116.5,39.910000000000004,代开发票或办证,136
116.47,39.800000000000004,代开发票或办证,25
116.48,39.79,代开发票或办证,12
116.48,39.800000000000004,代开发票或办证,7
116.4,39.85,代开发票或办证,101
116.5,39.93,代开发票或办证,111
116.36,39.85,代开发票或办证,57
116.52,39.910000000000004,代开发票或办证,146
116.32000000000001,40.160000000000004,代开发票或办证,5
116.32000000000001,39.89,代开发票或办证,56
116.31,39.89,代开发票或办证,79
116.31,39.9,代开发票或办证,44
116.45,39.9,房产广告,42
116.46000000000001,39.9,房产广告,101
116.3,40.08,代开发票或办证,13
116.48,39.980000000000004,代开发票或办证,181
116.51,40.01,代开发票或办证,15
116.34,39.9,代开发票或办证,7
116.33,39.9,代开发票或办证,3
116.26,39.9,代开发票或办证,40
116.59,40.050000000000004,代开发票或办证,5
116.61,40.050000000000004,代开发票或办证,8
116.59,39.910000000000004,代开发票或办证,68
116.35000000000001,39.97,代开发票或办证,84
116.41,39.84,代开发票或办证,113
116.52,40.01,代开发票或办证,31
116.57000000000001,39.910000000000004,代开发票或办证,56
116.43,39.96,房产广告,10
116.52,40.02,代开发票或办证,9
116.56,40.0,代开发票或办证,3
116.55,40.0,代开发票或办证,2
116.44,39.84,代开发票或办证,76
116.24000000000001,39.89,代开发票或办证,16
116.23,39.89,代开发票或办证,20
116.46000000000001,39.93,房产广告,29
116.46000000000001,39.980000000000004,代开发票或办证,50
116.46000000000001,39.95,代开发票或办证,109
116.46000000000001,39.94,代开发票或办证,116
116.58,39.910000000000004,代开发票或办证,69
116.47,39.97,代开发票或办证,46
116.31,40.050000000000004,代开发票或办证,9
116.33,39.75,代开发票或办证,25
116.33,39.730000000000004,代开发票或办证,85
116.39,39.9,代开发票或办证,13
116.39,39.89,代开发票或办证,17
116.4,39.87,代开发票或办证,8
116.47,39.9,房产广告,321
116.2,39.76,代开发票或办证,36
116.3,40.050000000000004,代开发票或办证,64
116.33,39.82,代开发票或办证,33
116.33,39.81,代开发票或办证,14
116.23,39.88,代开发票或办证,34
116.23,39.87,代开发票或办证,11
116.47,39.910000000000004,房产广告,101
116.42,39.85,代开发票或办证,203
116.47,39.87,代开发票或办证,64
116.41,40.06,其它广告,1
116.41,40.050000000000004,其它广告,9
116.32000000000001,39.730000000000004,代开发票或办证,24
116.65,39.84,代开发票或办证,1
116.66,39.84,代开发票或办证,2
116.37,39.84,代开发票或办证,76
116.36,39.83,代开发票或办证,41
116.36,39.84,代开发票或办证,64
116.47,39.86,代开发票或办证,68
116.47,39.85,代开发票或办证,68
116.43,39.93,代开发票或办证,85
116.48,39.95,房产广告,5
116.66,39.88,代开发票或办证,103
116.28,40.01,代开发票或办证,23
116.28,40.02,代开发票或办证,11
116.35000000000001,39.980000000000004,代开发票或办证,40
116.44,39.94,代开发票或办证,43
116.47,39.94,房产广告,27
116.2,39.92,代开发票或办证,4
116.58,39.95,代开发票或办证,5
116.55,39.92,代开发票或办证,10
116.5,39.87,代开发票或办证,52
116.37,39.83,代开发票或办证,99
116.35000000000001,39.82,代开发票或办证,7
116.42,39.93,代开发票或办证,12
116.4,39.93,代开发票或办证,22
116.48,39.910000000000004,房产广告,66
116.47,39.93,代开发票或办证,70
116.5,39.96,代开发票或办证,60
116.48,39.92,房产广告,51
116.41,39.99,冒充机构诈骗,3
116.28,39.65,代开发票或办证,4
116.5,39.92,房产广告,19
116.51,39.92,房产广告,21
116.35000000000001,39.78,代开发票或办证,11
116.35000000000001,39.75,代开发票或办证,5
116.37,39.76,代开发票或办证,2
116.61,39.92,代开发票或办证,35
116.48,39.9,房产广告,47
116.47,39.980000000000004,代开发票或办证,90
116.46000000000001,39.97,代开发票或办证,25
116.54,39.93,代开发票或办证,36
116.34,39.96,代开发票或办证,52
116.34,39.97,代开发票或办证,23
116.43,39.92,代开发票或办证,51
116.41,39.82,房产广告,4
116.66,39.89,代开发票或办证,35
116.65,39.89,代开发票或办证,44
116.65,39.88,代开发票或办证,10
116.44,39.87,代开发票或办证,28
116.44,39.97,代开发票或办证,31
116.49000000000001,39.93,代开发票或办证,59
116.31,39.88,代开发票或办证,133
116.29,39.88,代开发票或办证,10
116.42,39.96,代开发票或办证,73
116.37,39.95,代开发票或办证,47
116.38,39.95,代开发票或办证,21
116.5,39.9,代开发票或办证,84
116.44,39.96,房产广告,14
116.48,39.92,代开发票或办证,139
116.33,39.76,代开发票或办证,60
116.29,39.75,代开发票或办证,3
116.29,40.08,代开发票或办证,2
116.42,39.88,代开发票或办证,31
116.41,39.88,代开发票或办证,14
116.35000000000001,39.86,代开发票或办证,45
116.67,39.87,代开发票或办证,34
116.4,39.89,代开发票或办证,19
116.53,39.93,代开发票或办证,13
116.54,39.910000000000004,代开发票或办证,100
116.48,39.92,贷款广告,10
116.68,39.87,代开发票或办证,14
116.47,39.93,贷款广告,13
116.47,39.93,其它诈骗,4
116.47,39.9,冒充机构诈骗,4
116.47,39.89,冒充机构诈骗,2
116.48,39.9,冒充机构诈骗,2
116.47,39.89,房产广告,47
116.48,39.89,房产广告,24
116.51,39.86,代开发票或办证,53
116.51,39.87,代开发票或办证,27
116.52,39.86,代开发票或办证,4
116.37,39.92,代开发票或办证,4
116.37,39.910000000000004,代开发票或办证,5
116.41,39.94,代开发票或办证,76
116.48,39.96,代开发票或办证,28
116.63,39.82,代开发票或办证,1
116.36,39.81,代开发票或办证,4
116.37,39.85,代开发票或办证,84
116.37,39.86,代开发票或办证,24
116.39,39.96,代开发票或办证,85
116.35000000000001,39.94,代开发票或办证,18
116.44,39.95,代开发票或办证,55
116.48,39.93,代开发票或办证,83
116.48,39.94,代开发票或办证,24
116.48,39.95,代开发票或办证,89
116.28,40.09,代开发票或办证,18
116.35000000000001,39.89,代开发票或办证,31
116.35000000000001,39.9,代开发票或办证,51
116.31,39.97,代开发票或办证,67
