lng,lat,class,count
116.46000000000001,39.910000000000004,淫秽广告,128
116.46000000000001,39.93,淫秽广告,53
116.46000000000001,39.94,淫秽广告,48
116.41,39.96,淫秽广告,120
116.41,39.97,淫秽广告,46
116.45,39.94,淫秽广告,71
116.44,39.94,淫秽广告,263
116.43,39.94,淫秽广告,48
116.46000000000001,39.92,淫秽广告,121
116.45,39.910000000000004,淫秽广告,225
116.45,39.9,淫秽广告,94
116.44,39.910000000000004,淫秽广告,13
116.44,39.9,淫秽广告,167
116.44,39.95,淫秽广告,32
116.45,39.95,淫秽广告,84
116.45,39.92,淫秽广告,41
116.28,39.84,代开发票或办证,180
116.33,39.95,冒充机构诈骗,13
116.39,39.85,代开发票或办证,286
116.61,39.9,代开发票或办证,40
116.66,39.88,代开发票或办证,194
116.29,39.83,代开发票或办证,81
116.29,39.82,代开发票或办证,140
116.37,39.83,代开发票或办证,93
116.64,39.9,代开发票或办证,65
116.63,39.89,代开发票或办证,47
116.48,39.92,代开发票或办证,361
116.45,39.86,代开发票或办证,204
116.41,39.84,代开发票或办证,122
116.42,39.85,代开发票或办证,257
116.41,39.85,代开发票或办证,204
116.45,39.87,代开发票或办证,183
116.46000000000001,39.87,代开发票或办证,527
116.34,39.72,代开发票或办证,153
116.33,39.730000000000004,代开发票或办证,46
116.34,39.99,代开发票或办证,20
116.33,39.99,代开发票或办证,47
116.59,39.910000000000004,代开发票或办证,70
116.37,39.800000000000004,代开发票或办证,24
116.38,39.800000000000004,代开发票或办证,3
116.45,39.96,淫秽广告,23
116.42,39.84,代开发票或办证,157
116.36,39.81,代开发票或办证,9
116.34,39.74,代开发票或办证,54
116.34,39.67,代开发票或办证,9
116.32000000000001,39.67,代开发票或办证,38
116.41,39.660000000000004,代开发票或办证,6
116.33,39.77,代开发票或办证,23
116.32000000000001,39.78,代开发票或办证,25
116.49000000000001,39.89,代开发票或办证,131
116.47,39.88,代开发票或办证,209
116.48,39.87,代开发票或办证,125
116.37,39.84,代开发票或办证,85
116.48,39.910000000000004,代开发票或办证,419
116.46000000000001,39.86,代开发票或办证,193
116.39,39.980000000000004,代开发票或办证,50
116.34,40.06,代开发票或办证,5
116.46000000000001,39.88,代开发票或办证,399
116.41,39.87,代开发票或办证,28
116.36,39.86,代开发票或办证,81
116.4,39.86,代开发票或办证,33
116.42,39.94,代开发票或办证,73
116.42,39.95,代开发票或办证,20
116.48,39.85,代开发票或办证,62
116.49000000000001,39.85,代开发票或办证,12
116.45,39.93,代开发票或办证,126
116.31,39.81,代开发票或办证,72
116.3,39.81,代开发票或办证,15
116.32000000000001,39.79,代开发票或办证,13
116.31,39.82,代开发票或办证,183
116.4,39.84,代开发票或办证,62
116.46000000000001,39.93,代开发票或办证,370
116.46000000000001,39.92,代开发票或办证,403
116.45,39.92,代开发票或办证,181
116.4,39.96,代开发票或办证,332
116.23,39.76,代开发票或办证,10
116.22,39.76,代开发票或办证,42
116.45,39.88,代开发票或办证,66
116.41,40.0,代开发票或办证,92
116.54,39.76,代开发票或办证,19
116.35000000000001,39.83,代开发票或办证,102
116.32000000000001,39.83,代开发票或办证,48
116.32000000000001,39.82,代开发票或办证,13
116.65,39.88,代开发票或办证,22
116.65,39.89,代开发票或办证,29
116.48,39.89,代开发票或办证,287
116.47,39.9,代开发票或办证,322
116.46000000000001,39.89,代开发票或办证,424
116.35000000000001,39.92,代开发票或办证,50
116.35000000000001,39.93,代开发票或办证,109
116.48,39.94,代开发票或办证,61
116.48,39.93,代开发票或办证,221
116.49000000000001,39.9,代开发票或办证,227
116.48,39.9,代开发票或办证,148
116.45,39.800000000000004,代开发票或办证,47
116.35000000000001,39.72,代开发票或办证,12
116.35000000000001,39.71,代开发票或办证,5
116.41,39.980000000000004,代开发票或办证,423
116.49000000000001,39.92,代开发票或办证,260
116.5,39.92,代开发票或办证,372
116.45,39.93,淫秽广告,28
116.53,39.89,代开发票或办证,16
116.68,39.87,代开发票或办证,36
116.36,40.0,代开发票或办证,76
116.17,39.72,代开发票或办证,19
116.18,39.72,代开发票或办证,21
116.38,39.87,代开发票或办证,49
116.39,39.87,代开发票或办证,28
116.31,39.89,代开发票或办证,106
116.31,39.9,代开发票或办证,113
116.33,39.75,代开发票或办证,20
116.46000000000001,39.9,代开发票或办证,513
116.36,39.93,代开发票或办证,19
116.07000000000001,39.67,代开发票或办证,5
116.06,39.67,代开发票或办证,19
116.35000000000001,39.910000000000004,代开发票或办证,118
116.33,39.84,代开发票或办证,177
116.29,39.800000000000004,代开发票或办证,22
116.47,39.93,其它广告,20
116.49000000000001,39.95,代开发票或办证,83
116.32000000000001,39.85,代开发票或办证,167
116.31,39.85,代开发票或办证,91
116.45,39.84,代开发票或办证,17
116.44,39.84,代开发票或办证,57
116.31,39.910000000000004,代开发票或办证,75
116.3,39.910000000000004,代开发票或办证,26
116.38,39.85,代开发票或办证,219
116.39,39.83,代开发票或办证,38
116.46000000000001,39.95,淫秽广告,109
116.5,39.9,代开发票或办证,108
116.32000000000001,40.03,其它广告,4
116.31,40.03,其它广告,3
116.32000000000001,40.03,代开发票或办证,30
116.31,40.03,代开发票或办证,45
116.36,39.89,代开发票或办证,18
116.51,39.94,代开发票或办证,24
116.51,39.93,代开发票或办证,129
116.35000000000001,39.96,代开发票或办证,70
116.5,39.85,代开发票或办证,28
116.54,39.84,代开发票或办证,8
116.47,39.910000000000004,代开发票或办证,264
116.33,40.03,代开发票或办证,45
116.33,40.02,代开发票或办证,7
116.33,40.03,其它广告,7
116.33,40.02,其它广告,1
116.27,39.94,代开发票或办证,63
116.27,39.93,代开发票或办证,69
116.42,39.99,代开发票或办证,74
116.43,39.980000000000004,代开发票或办证,245
116.43,39.99,代开发票或办证,58
116.31,40.04,代开发票或办证,4
116.3,40.050000000000004,代开发票或办证,23
116.48,39.96,代开发票或办证,118
116.46000000000001,39.94,代开发票或办证,270
116.46000000000001,39.93,贷款广告,31
116.38,39.96,代开发票或办证,192
116.5,39.910000000000004,代开发票或办证,161
116.28,39.82,代开发票或办证,124
116.28,39.81,代开发票或办证,37
116.47,39.92,代开发票或办证,150
116.41,39.99,代开发票或办证,102
116.34,40.0,代开发票或办证,16
116.33,40.0,代开发票或办证,7
116.41,40.07,代开发票或办证,112
116.4,39.85,代开发票或办证,189
116.3,39.85,代开发票或办证,34
116.28,39.83,代开发票或办证,216
116.39,39.82,代开发票或办证,5
116.4,39.87,代开发票或办证,38
116.4,39.980000000000004,代开发票或办证,112
116.43,39.800000000000004,代开发票或办证,26
116.42,39.800000000000004,代开发票或办证,29
116.34,39.730000000000004,代开发票或办证,115
116.34,39.71,代开发票或办证,31
116.34,39.93,代开发票或办证,46
116.31,39.93,代开发票或办证,151
116.36,39.83,代开发票或办证,64
116.38,39.86,代开发票或办证,47
116.39,39.86,代开发票或办证,58
116.22,39.9,代开发票或办证,26
116.22,39.910000000000004,代开发票或办证,5
116.38,39.84,代开发票或办证,20
116.31,39.62,代开发票或办证,8
116.54,39.94,代开发票或办证,22
116.54,39.95,代开发票或办证,6
116.22,39.89,代开发票或办证,22
116.5,39.96,代开发票或办证,77
116.37,39.85,代开发票或办证,203
116.39,39.88,代开发票或办证,8
116.4,39.97,代开发票或办证,85
116.39,39.97,代开发票或办证,18
116.51,39.92,代开发票或办证,252
116.52,39.910000000000004,代开发票或办证,152
116.41,40.03,其它广告,6
116.42,40.03,其它广告,25
116.45,40.01,其它广告,2
116.35000000000001,39.84,代开发票或办证,129
116.36,39.85,代开发票或办证,144
116.47,39.85,代开发票或办证,76
116.38,39.9,代开发票或办证,23
116.51,39.910000000000004,代开发票或办证,233
116.66,39.89,代开发票或办证,15
116.49000000000001,39.93,代开发票或办证,93
116.5,39.93,代开发票或办证,151
116.42,39.980000000000004,代开发票或办证,217
116.43,39.85,代开发票或办证,163
116.44,39.96,代开发票或办证,417
116.4,39.82,代开发票或办证,15
116.31,39.980000000000004,代开发票或办证,160
116.37,40.03,代开发票或办证,10
116.45,39.9,代开发票或办证,250
116.33,39.78,冒充机构诈骗,21
116.53,39.84,淫秽广告,11
116.53,39.84,代开发票或办证,8
116.47,39.980000000000004,代开发票或办证,204
116.45,39.96,代开发票或办证,310
116.45,39.980000000000004,代开发票或办证,125
116.45,39.97,代开发票或办证,37
116.32000000000001,39.78,冒充机构诈骗,16
116.31,39.92,代开发票或办证,172
116.23,39.85,代开发票或办证,55
116.4,39.99,代开发票或办证,162
116.38,39.83,代开发票或办证,42
116.49000000000001,39.94,代开发票或办证,23
116.61,39.910000000000004,代开发票或办证,9
116.62,39.910000000000004,代开发票或办证,22
116.43,39.9,淫秽广告,32
116.43,39.89,淫秽广告,8
116.2,39.9,代开发票或办证,4
116.19,39.910000000000004,代开发票或办证,3
116.2,39.910000000000004,代开发票或办证,8
116.43,40.0,代开发票或办证,17
116.44,39.99,代开发票或办证,18
116.49000000000001,39.910000000000004,代开发票或办证,418
116.2,39.76,代开发票或办证,50
116.2,39.75,代开发票或办证,33
116.75,39.9,冒充机构诈骗,2
116.57000000000001,39.9,代开发票或办证,123
116.49000000000001,39.99,代开发票或办证,47
116.5,40.0,代开发票或办证,36
116.55,40.02,代开发票或办证,5
116.22,39.85,代开发票或办证,21
116.22,39.84,代开发票或办证,51
116.31,39.86,代开发票或办证,91
116.48,39.99,代开发票或办证,105
116.55,39.910000000000004,代开发票或办证,83
116.43,39.89,代开发票或办证,13
116.66,39.9,代开发票或办证,24
116.7,39.910000000000004,代开发票或办证,6
116.69,39.910000000000004,代开发票或办证,4
116.45,39.910000000000004,代开发票或办证,182
116.58,39.83,代开发票或办证,2
116.46000000000001,39.88,房产广告,195
116.45,39.88,房产广告,14
116.38,39.97,代开发票或办证,122
116.37,39.96,代开发票或办证,110
116.26,39.69,代开发票或办证,1
116.27,39.92,代开发票或办证,98
116.34,39.84,代开发票或办证,152
116.34,39.85,代开发票或办证,137
116.31,39.87,代开发票或办证,18
116.68,39.88,代开发票或办证,19
116.43,39.87,冒充机构诈骗,33
116.44,39.87,冒充机构诈骗,38
116.69,39.910000000000004,房产广告,1
116.68,39.910000000000004,房产广告,1
116.68,39.910000000000004,代开发票或办证,14
116.45,39.87,冒充机构诈骗,84
116.47,39.99,代开发票或办证,128
116.48,39.980000000000004,代开发票或办证,438
116.45,39.93,房产广告,4
116.46000000000001,39.910000000000004,房产广告,20
116.45,39.92,房产广告,13
116.32000000000001,39.92,代开发票或办证,10
116.33,39.97,代开发票或办证,92
116.44,39.88,冒充机构诈骗,42
116.33,39.980000000000004,代开发票或办证,125
116.43,39.86,冒充机构诈骗,206
116.35000000000001,40.04,代开发票或办证,9
116.12,39.72,代开发票或办证,47
116.49000000000001,39.87,代开发票或办证,58
116.37,40.08,代开发票或办证,6
116.31,39.75,冒充机构诈骗,51
116.42,40.04,其它广告,12
116.48,39.97,代开发票或办证,340
116.35000000000001,39.88,代开发票或办证,52
116.34,39.88,代开发票或办证,57
116.42,39.97,代开发票或办证,72
116.58,39.910000000000004,代开发票或办证,132
116.33,39.9,代开发票或办证,9
116.27,39.9,代开发票或办证,236
116.32000000000001,40.02,代开发票或办证,24
116.3,39.83,代开发票或办证,91
116.46000000000001,39.95,房产广告,20
116.47,39.94,房产广告,17
116.41,39.94,代开发票或办证,35
116.43,40.01,代开发票或办证,4
116.41,39.96,代开发票或办证,426
116.3,39.86,代开发票或办证,67
116.29,39.85,代开发票或办证,78
116.29,39.86,代开发票或办证,138
116.46000000000001,40.01,代开发票或办证,23
116.43,39.96,代开发票或办证,199
116.4,39.78,代开发票或办证,4
116.36,39.99,代开发票或办证,50
116.37,39.99,代开发票或办证,77
116.37,39.980000000000004,代开发票或办证,186
116.38,39.980000000000004,代开发票或办证,141
116.48,39.86,代开发票或办证,93
116.60000000000001,39.910000000000004,代开发票或办证,31
116.46000000000001,39.89,冒充机构诈骗,276
116.46000000000001,39.88,冒充机构诈骗,155
116.24000000000001,39.9,代开发票或办证,23
116.26,39.9,代开发票或办证,95
116.26,39.89,代开发票或办证,19
116.42,39.800000000000004,冒充机构诈骗,67
