lng,lat,class,count
116.46000000000001,39.87,冒充机构诈骗,38
116.48,39.87,代开发票或办证,30
116.48,39.88,代开发票或办证,18
116.47,39.87,代开发票或办证,20
116.47,39.88,代开发票或办证,96
116.46000000000001,39.89,代开发票或办证,163
116.46000000000001,39.92,代开发票或办证,48
116.46000000000001,39.93,代开发票或办证,73
116.45,39.93,代开发票或办证,11
116.2,39.82,代开发票或办证,8
116.2,39.81,代开发票或办证,5
116.45,39.910000000000004,代开发票或办证,20
116.45,39.88,代开发票或办证,60
116.45,39.89,代开发票或办证,19
116.44,39.84,代开发票或办证,35
116.43,39.85,代开发票或办证,118
116.43,39.84,代开发票或办证,32
116.42,39.85,代开发票或办证,111
116.42,39.84,代开发票或办证,97
116.43,39.83,代开发票或办证,12
116.41,39.84,代开发票或办证,53
116.46000000000001,39.94,代开发票或办证,20
116.47,39.85,房产广告,46
116.46000000000001,39.88,代开发票或办证,363
116.47,39.92,其它广告,10
116.46000000000001,39.93,其它广告,15
116.54,39.96,代开发票或办证,63
116.23,40.21,冒充机构诈骗,5
116.53,39.96,代开发票或办证,31
116.54,39.97,代开发票或办证,6
116.53,39.97,代开发票或办证,1
116.55,39.96,代开发票或办证,26
116.34,39.77,代开发票或办证,18
116.42,39.83,房产广告,7
116.43,39.82,房产广告,1
116.44,39.9,代开发票或办证,3
116.41,39.89,代开发票或办证,28
116.42,39.84,房产广告,48
116.42,39.85,房产广告,24
116.43,39.85,房产广告,36
116.19,39.93,代开发票或办证,11
116.2,39.93,代开发票或办证,7
116.48,39.99,代开发票或办证,12
116.45,39.88,房产广告,71
116.45,39.89,房产广告,50
116.47,40.0,代开发票或办证,62
116.39,39.85,代开发票或办证,139
116.38,39.85,代开发票或办证,72
116.39,39.86,代开发票或办证,28
116.46000000000001,40.0,代开发票或办证,44
116.12,39.67,代开发票或办证,3
116.13,39.660000000000004,代开发票或办证,2
116.18,39.9,代开发票或办证,3
116.19,39.9,代开发票或办证,1
116.2,39.9,代开发票或办证,6
116.22,39.89,代开发票或办证,1
116.41,39.83,代开发票或办证,16
116.29,39.69,代开发票或办证,5
116.5,39.86,冒充机构诈骗,11
116.44,39.95,房产广告,7
116.45,39.95,房产广告,6
116.46000000000001,39.95,房产广告,14
116.53,39.9,代开发票或办证,11
116.53,39.910000000000004,代开发票或办证,7
116.45,39.79,房产广告,6
116.39,39.76,房产广告,1
116.38,39.75,房产广告,1
116.37,39.75,房产广告,1
116.47,39.92,房产广告,52
116.46000000000001,39.92,房产广告,16
116.47,39.910000000000004,房产广告,46
116.48,39.910000000000004,房产广告,8
116.39,39.83,冒充机构诈骗,20
116.4,39.81,冒充机构诈骗,7
116.4,39.83,冒充机构诈骗,35
116.47,39.84,房产广告,22
116.46000000000001,39.84,房产广告,13
116.47,39.89,房产广告,171
116.48,39.89,房产广告,41
116.47,39.88,房产广告,60
116.3,39.910000000000004,代开发票或办证,5
116.3,39.9,代开发票或办证,3
116.43,39.97,冒充机构诈骗,1
116.43,40.050000000000004,冒充机构诈骗,3
116.48,39.910000000000004,代开发票或办证,19
116.46000000000001,39.9,代开发票或办证,73
116.46000000000001,39.93,其它诈骗,58
116.5,39.92,代开发票或办证,16
116.49000000000001,39.92,代开发票或办证,3
116.46000000000001,39.89,房产广告,148
116.46000000000001,39.88,房产广告,215
116.06,39.7,代开发票或办证,6
116.06,39.71,代开发票或办证,11
116.05,39.71,代开发票或办证,5
116.33,39.92,代开发票或办证,6
116.33,39.910000000000004,代开发票或办证,2
116.38,39.85,冒充机构诈骗,53
116.39,39.85,冒充机构诈骗,165
116.54,39.910000000000004,房产广告,1
116.54,39.92,房产广告,1
116.5,39.980000000000004,房产广告,1
116.48,40.01,房产广告,1
116.46000000000001,40.01,房产广告,1
116.13,39.730000000000004,代开发票或办证,8
116.12,39.72,代开发票或办证,12
116.13,39.72,代开发票或办证,1
116.2,39.76,代开发票或办证,12
116.60000000000001,39.910000000000004,代开发票或办证,39
116.60000000000001,39.92,代开发票或办证,46
116.59,39.910000000000004,代开发票或办证,9
116.61,39.92,代开发票或办证,45
116.58,39.92,代开发票或办证,5
116.44,39.85,房产广告,62
116.43,39.86,房产广告,11
116.47,39.86,代开发票或办证,7
116.56,39.96,代开发票或办证,10
116.55,39.95,代开发票或办证,34
116.56,39.95,代开发票或办证,23
116.49000000000001,39.87,代开发票或办证,18
116.43,39.84,冒充机构诈骗,139
116.4,39.85,冒充机构诈骗,254
116.4,39.86,冒充机构诈骗,44
116.36,39.85,冒充机构诈骗,5
116.35000000000001,39.84,冒充机构诈骗,3
116.45,39.800000000000004,房产广告,30
116.47,39.9,代开发票或办证,22
116.48,39.9,代开发票或办证,17
116.28,39.94,房产广告,4
116.49000000000001,39.88,代开发票或办证,4
116.52,39.92,代开发票或办证,8
116.5,39.93,代开发票或办证,2
116.47,39.92,代开发票或办证,16
116.48,39.980000000000004,代开发票或办证,63
116.51,39.980000000000004,代开发票或办证,4
116.51,39.99,代开发票或办证,2
116.5,39.980000000000004,代开发票或办证,10
116.19,39.92,代开发票或办证,6
116.42,39.84,冒充机构诈骗,301
116.46000000000001,39.83,房产广告,4
116.47,39.83,房产广告,12
116.48,39.85,房产广告,5
116.44,39.84,冒充机构诈骗,25
116.41,39.94,冒充机构诈骗,7
116.4,39.94,冒充机构诈骗,1
116.46000000000001,39.86,代开发票或办证,41
116.45,39.86,代开发票或办证,93
116.21000000000001,39.92,代开发票或办证,4
116.21000000000001,39.93,代开发票或办证,2
116.69,39.88,代开发票或办证,11
116.69,39.89,代开发票或办证,22
116.49000000000001,39.84,代开发票或办证,6
116.48,39.84,代开发票或办证,8
116.48,39.83,代开发票或办证,2
116.26,39.96,代开发票或办证,1
116.26,39.97,代开发票或办证,1
116.25,39.97,代开发票或办证,3
116.52,39.980000000000004,侮辱他人,2
116.53,39.980000000000004,侮辱他人,2
116.42,39.83,冒充机构诈骗,16
116.41,39.83,冒充机构诈骗,10
116.32000000000001,39.83,代开发票或办证,3
116.41,39.88,代开发票或办证,1
116.39,39.84,冒充机构诈骗,141
116.41,39.93,冒充机构诈骗,4
116.43,40.07,冒充机构诈骗,2
116.38,39.86,代开发票或办证,9
116.32000000000001,40.050000000000004,冒充机构诈骗,4
116.58,39.84,冒充机构诈骗,3
116.32000000000001,39.84,冒充机构诈骗,1
116.31,39.85,冒充机构诈骗,3
116.48,39.88,房产广告,10
116.49000000000001,39.87,房产广告,19
116.48,39.87,房产广告,13
116.37,39.83,冒充机构诈骗,9
116.36,39.83,冒充机构诈骗,7
116.42,39.800000000000004,房产广告,16
116.42,39.79,房产广告,1
116.43,39.79,房产广告,1
116.43,39.76,房产广告,3
116.31,39.88,代开发票或办证,29
116.29,39.9,代开发票或办证,3
116.32000000000001,39.88,代开发票或办证,11
116.44,39.88,代开发票或办证,5
116.42,39.85,冒充机构诈骗,76
116.41,39.86,冒充机构诈骗,59
116.48,39.93,贷款广告,15
116.14,39.800000000000004,冒充机构诈骗,1
116.36,39.85,代开发票或办证,31
116.35000000000001,39.85,代开发票或办证,11
116.35000000000001,39.88,代开发票或办证,3
116.34,39.89,代开发票或办证,26
116.38,39.84,冒充机构诈骗,104
116.27,40.02,冒充机构诈骗,2
116.39,39.87,冒充机构诈骗,11
116.46000000000001,39.87,房产广告,88
116.47,39.87,房产广告,14
116.45,39.86,房产广告,52
116.59,39.92,代开发票或办证,15
116.31,39.9,代开发票或办证,7
116.48,39.95,冒充机构诈骗,1
116.49000000000001,39.95,冒充机构诈骗,3
116.7,39.83,代开发票或办证,5
116.35000000000001,39.92,代开发票或办证,11
116.34,39.92,代开发票或办证,1
116.32000000000001,39.92,代开发票或办证,21
116.47,39.93,贷款广告,28
116.46000000000001,39.85,冒充机构诈骗,11
116.46000000000001,39.86,冒充机构诈骗,16
116.45,39.86,冒充机构诈骗,35
