lng,lat,class,count
116.23,39.83,代开发票或办证,4
116.24000000000001,39.83,代开发票或办证,7
116.27,40.09,代开发票或办证,3
116.26,40.09,代开发票或办证,1
116.42,39.85,代开发票或办证,74
116.5,40.0,代开发票或办证,43
116.36,40.0,代开发票或办证,16
116.36,39.980000000000004,代开发票或办证,54
116.37,39.99,代开发票或办证,5
116.47,39.980000000000004,代开发票或办证,80
116.53,39.980000000000004,代开发票或办证,3
116.48,39.980000000000004,代开发票或办证,344
116.55,39.910000000000004,代开发票或办证,75
116.31,39.96,代开发票或办证,44
116.51,39.910000000000004,代开发票或办证,104
116.52,39.910000000000004,代开发票或办证,28
116.29,39.82,代开发票或办证,77
116.48,39.86,代开发票或办证,38
116.45,39.87,代开发票或办证,37
116.48,39.97,代开发票或办证,208
116.48,39.910000000000004,代开发票或办证,132
116.47,39.910000000000004,代开发票或办证,95
116.46000000000001,39.92,代开发票或办证,147
116.46000000000001,39.83,代开发票或办证,11
116.46000000000001,39.85,代开发票或办证,21
116.28,39.85,代开发票或办证,39
116.47,39.9,代开发票或办证,128
116.46000000000001,39.84,代开发票或办证,14
116.36,39.79,代开发票或办证,21
116.43,39.83,代开发票或办证,37
116.46000000000001,39.81,代开发票或办证,4
116.47,39.81,代开发票或办证,8
116.46000000000001,39.82,代开发票或办证,3
116.28,39.87,代开发票或办证,25
116.27,39.87,代开发票或办证,48
116.29,39.86,代开发票或办证,79
116.3,39.86,代开发票或办证,64
116.46000000000001,39.87,代开发票或办证,152
116.3,39.93,代开发票或办证,3
116.34,40.0,代开发票或办证,10
116.28,40.03,代开发票或办证,4
116.49000000000001,39.78,代开发票或办证,40
116.37,40.08,代开发票或办证,3
116.08,39.71,代开发票或办证,2
116.07000000000001,39.71,代开发票或办证,2
116.34,39.980000000000004,代开发票或办证,24
116.47,40.07,代开发票或办证,4
116.47,39.87,代开发票或办证,39
116.47,39.86,代开发票或办证,78
116.3,40.050000000000004,代开发票或办证,7
116.45,39.910000000000004,代开发票或办证,146
116.16,39.730000000000004,代开发票或办证,4
116.18,39.730000000000004,代开发票或办证,22
116.16,39.72,代开发票或办证,11
116.17,39.730000000000004,代开发票或办证,7
116.57000000000001,40.04,代开发票或办证,4
116.53,40.02,代开发票或办证,3
116.54,39.97,冒充机构诈骗,33
116.49000000000001,39.910000000000004,代开发票或办证,129
116.57000000000001,39.93,冒充机构诈骗,21
116.42,39.99,冒充机构诈骗,54
116.5,39.97,冒充机构诈骗,54
116.45,39.86,代开发票或办证,99
116.41,39.99,代开发票或办证,46
116.4,39.99,代开发票或办证,25
116.59,39.92,冒充机构诈骗,68
116.59,39.93,冒充机构诈骗,5
116.14,39.730000000000004,代开发票或办证,25
116.36,40.07,代开发票或办证,3
116.45,39.89,代开发票或办证,55
116.46000000000001,39.88,代开发票或办证,97
116.10000000000001,39.72,代开发票或办证,9
116.27,39.89,代开发票或办证,13
116.22,40.12,代开发票或办证,3
116.22,40.11,代开发票或办证,1
116.46000000000001,39.9,代开发票或办证,153
116.45,39.9,代开发票或办证,84
116.51,39.800000000000004,代开发票或办证,22
116.44,39.97,代开发票或办证,43
116.43,39.97,代开发票或办证,19
116.27,39.86,代开发票或办证,33
116.26,39.86,代开发票或办证,22
116.60000000000001,39.92,冒充机构诈骗,105
116.61,39.93,冒充机构诈骗,3
116.61,39.92,冒充机构诈骗,29
116.42,39.99,代开发票或办证,36
116.47,39.95,代开发票或办证,15
116.48,39.95,代开发票或办证,54
