lng,lat,class,count
116.45,39.9,淫秽广告,54
116.44,39.9,淫秽广告,12
116.46000000000001,39.87,冒充机构诈骗,2010
116.47,39.89,代开发票或办证,1098
116.48,39.89,代开发票或办证,720
116.46000000000001,39.92,代开发票或办证,534
116.45,39.92,代开发票或办证,1029
116.45,39.93,代开发票或办证,60
116.46000000000001,39.9,代开发票或办证,576
116.46000000000001,39.88,代开发票或办证,1554
116.45,39.88,代开发票或办证,906
116.46000000000001,39.87,代开发票或办证,861
116.43,39.87,代开发票或办证,165
116.32000000000001,39.88,代开发票或办证,1287
116.32000000000001,39.87,代开发票或办证,384
116.41,39.85,代开发票或办证,180
116.42,39.83,代开发票或办证,54
116.3,40.09,代开发票或办证,36
116.31,40.09,代开发票或办证,24
116.27,39.92,代开发票或办证,381
116.27,39.93,代开发票或办证,378
116.48,39.92,其它诈骗,396
116.64,39.88,代开发票或办证,516
116.28,39.9,代开发票或办证,132
116.29,39.9,代开发票或办证,12
116.24000000000001,39.910000000000004,代开发票或办证,24
116.27,39.910000000000004,代开发票或办证,252
116.78,39.67,房产广告,24
116.69,39.87,代开发票或办证,348
116.51,39.89,代开发票或办证,267
116.38,39.87,代开发票或办证,156
116.37,39.87,代开发票或办证,159
116.37,39.86,代开发票或办证,48
116.44,39.95,代开发票或办证,18
116.25,39.89,代开发票或办证,72
116.26,39.88,代开发票或办证,372
116.68,39.88,代开发票或办证,339
116.69,39.88,代开发票或办证,156
116.47,40.0,代开发票或办证,123
116.43,40.02,代开发票或办证,63
116.46000000000001,40.01,代开发票或办证,669
116.44,39.96,代开发票或办证,261
116.46000000000001,39.93,其它广告,243
116.26,39.92,代开发票或办证,321
116.34,39.72,代开发票或办证,291
116.62,40.11,房产广告,636
116.55,39.75,代开发票或办证,48
116.56,39.75,代开发票或办证,24
116.55,39.76,代开发票或办证,48
116.33,39.74,代开发票或办证,228
116.34,39.730000000000004,代开发票或办证,204
116.33,39.730000000000004,代开发票或办证,75
116.4,39.99,代开发票或办证,531
116.47,39.87,冒充机构诈骗,60
116.47,39.89,冒充机构诈骗,132
116.46000000000001,39.89,冒充机构诈骗,1179
116.63,39.910000000000004,代开发票或办证,228
116.64,39.910000000000004,代开发票或办证,294
116.44,39.89,冒充机构诈骗,234
116.44,39.9,冒充机构诈骗,444
116.63,39.86,代开发票或办证,12
116.65,39.86,代开发票或办证,204
116.64,39.87,代开发票或办证,273
116.41,39.89,冒充机构诈骗,303
116.67,39.88,代开发票或办证,297
116.24000000000001,39.83,代开发票或办证,672
116.44,39.92,代开发票或办证,30
116.52,39.92,冒充机构诈骗,36
116.56,40.0,冒充机构诈骗,12
116.33,39.79,代开发票或办证,96
116.65,40.12,房产广告,135
116.63,40.13,房产广告,174
116.65,39.85,代开发票或办证,24
116.63,39.84,代开发票或办证,12
116.65,39.84,代开发票或办证,24
116.43,39.88,冒充机构诈骗,255
116.47,39.9,房产广告,942
116.48,39.9,房产广告,93
116.75,39.88,房产广告,24
116.77,39.81,房产广告,24
116.78,39.81,房产广告,24
116.78,39.79,房产广告,24
116.21000000000001,39.89,代开发票或办证,672
116.21000000000001,39.9,代开发票或办证,687
116.2,39.88,代开发票或办证,12
116.22,39.88,代开发票或办证,96
116.49000000000001,39.96,代开发票或办证,225
116.36,39.89,代开发票或办证,12
116.36,39.87,代开发票或办证,168
116.07000000000001,39.65,代开发票或办证,24
116.06,39.65,代开发票或办证,84
116.42,39.78,代开发票或办证,207
116.37,39.800000000000004,代开发票或办证,48
116.38,39.800000000000004,代开发票或办证,12
116.37,39.79,代开发票或办证,12
116.47,39.93,房产广告,252
116.46000000000001,39.93,房产广告,132
116.47,39.92,其它诈骗,573
116.5,39.97,冒充机构诈骗,120
116.31,40.0,代开发票或办证,108
116.32000000000001,39.99,代开发票或办证,12
116.31,39.99,代开发票或办证,90
116.48,39.97,冒充机构诈骗,171
