lng,lat,class,count
116.43,39.86,淫秽广告,17
116.45,39.9,淫秽广告,179
116.41,39.96,淫秽广告,113
116.42,39.96,淫秽广告,14
116.43,39.85,淫秽广告,28
116.44,39.94,淫秽广告,214
116.38,40.0,淫秽广告,44
116.38,39.99,淫秽广告,18
116.39,40.0,淫秽广告,4
116.4,39.99,淫秽广告,166
116.38,39.980000000000004,淫秽广告,7
116.41,39.99,淫秽广告,25
116.46000000000001,39.92,淫秽广告,151
116.46000000000001,39.95,淫秽广告,64
116.46000000000001,39.93,代开发票或办证,108
116.45,39.93,代开发票或办证,100
116.59,40.07,代开发票或办证,5
116.58,40.06,代开发票或办证,19
116.10000000000001,39.94,代开发票或办证,5
116.09,39.94,代开发票或办证,3
116.46000000000001,39.93,其它广告,29
116.52,40.01,代开发票或办证,32
116.53,40.0,代开发票或办证,2
116.53,40.01,代开发票或办证,2
116.49000000000001,39.980000000000004,代开发票或办证,83
116.13,39.75,代开发票或办证,1
116.12,39.74,代开发票或办证,12
116.13,39.730000000000004,代开发票或办证,15
116.12,39.730000000000004,代开发票或办证,6
116.46000000000001,39.83,代开发票或办证,44
116.47,39.83,代开发票或办证,60
116.47,39.84,代开发票或办证,20
116.47,39.88,代开发票或办证,107
116.48,39.87,代开发票或办证,27
116.47,39.87,代开发票或办证,75
116.54,39.93,代开发票或办证,11
116.56,39.93,代开发票或办证,35
116.32000000000001,39.68,代开发票或办证,86
116.32000000000001,39.69,代开发票或办证,64
116.31,39.68,代开发票或办证,48
116.52,39.910000000000004,代开发票或办证,151
116.33,39.69,代开发票或办证,7
116.39,39.96,淫秽广告,116
116.38,39.96,淫秽广告,67
116.16,39.76,代开发票或办证,52
116.7,39.86,代开发票或办证,5
116.69,39.86,代开发票或办证,5
116.38,39.99,代开发票或办证,21
116.38,40.0,代开发票或办证,6
116.39,39.99,代开发票或办证,7
116.45,39.89,代开发票或办证,64
116.46000000000001,39.88,代开发票或办证,194
116.67,39.89,代开发票或办证,28
116.66,39.89,代开发票或办证,23
116.68,39.93,代开发票或办证,18
116.68,39.92,代开发票或办证,30
116.43,39.93,代开发票或办证,202
116.59,39.910000000000004,代开发票或办证,94
116.42,39.94,代开发票或办证,47
116.42,39.93,代开发票或办证,27
116.47,39.99,代开发票或办证,113
116.48,39.99,代开发票或办证,154
116.4,39.84,代开发票或办证,70
116.39,39.84,代开发票或办证,17
116.48,39.93,其它广告,5
116.55,40.13,代开发票或办证,13
116.43,40.0,代开发票或办证,7
116.48,40.07,代开发票或办证,3
116.44,39.99,代开发票或办证,16
116.43,39.92,代开发票或办证,148
116.33,39.730000000000004,代开发票或办证,67
116.44,39.9,代开发票或办证,93
116.45,39.9,代开发票或办证,175
116.41,39.9,代开发票或办证,108
116.26,40.12,代开发票或办证,34
116.26,40.14,代开发票或办证,5
116.25,40.14,代开发票或办证,4
116.37,39.84,代开发票或办证,89
116.38,39.85,代开发票或办证,57
116.45,39.910000000000004,代开发票或办证,350
116.45,39.910000000000004,淫秽广告,219
116.46000000000001,39.910000000000004,淫秽广告,166
116.49000000000001,39.96,代开发票或办证,43
116.43,39.910000000000004,代开发票或办证,90
116.43,39.94,代开发票或办证,87
116.47,40.0,代开发票或办证,55
116.37,39.96,代开发票或办证,70
116.36,39.96,代开发票或办证,26
116.41,39.85,代开发票或办证,131
116.51,39.910000000000004,代开发票或办证,270
116.39,39.85,代开发票或办证,173
116.27,40.12,代开发票或办证,8
116.27,40.14,代开发票或办证,2
116.43,39.83,代开发票或办证,42
116.41,39.84,代开发票或办证,117
116.48,39.980000000000004,代开发票或办证,244
116.59,40.04,其它广告,8
116.49000000000001,39.95,代开发票或办证,99
116.59,39.92,冒充机构诈骗,201
116.61,39.92,冒充机构诈骗,68
116.61,39.910000000000004,冒充机构诈骗,3
116.4,40.0,代开发票或办证,195
116.28,40.08,代开发票或办证,6
116.28,40.07,代开发票或办证,2
116.46000000000001,39.94,代开发票或办证,125
116.48,39.95,代开发票或办证,22
116.16,39.75,代开发票或办证,12
116.17,39.75,代开发票或办证,1
116.41,39.99,代开发票或办证,169
116.46000000000001,39.97,代开发票或办证,29
116.44,39.86,代开发票或办证,20
116.44,39.87,代开发票或办证,14
116.41,40.0,代开发票或办证,149
116.43,39.99,代开发票或办证,8
116.43,39.980000000000004,代开发票或办证,44
116.44,39.96,代开发票或办证,115
116.37,39.83,代开发票或办证,46
116.25,39.97,代开发票或办证,2
116.57000000000001,39.89,代开发票或办证,11
116.47,39.89,代开发票或办证,79
116.49000000000001,39.910000000000004,代开发票或办证,569
116.33,39.93,代开发票或办证,41
116.41,39.980000000000004,代开发票或办证,283
116.42,39.99,代开发票或办证,38
116.42,39.980000000000004,代开发票或办证,74
116.4,39.83,代开发票或办证,25
116.29,39.83,代开发票或办证,90
116.4,39.99,代开发票或办证,158
116.51,39.81,代开发票或办证,3
116.47,39.9,代开发票或办证,324
116.39,39.980000000000004,代开发票或办证,8
116.38,39.980000000000004,代开发票或办证,27
116.32000000000001,39.87,代开发票或办证,7
116.53,39.97,代开发票或办证,6
116.45,39.95,代开发票或办证,59
116.29,39.82,代开发票或办证,131
116.41,39.83,代开发票或办证,21
116.46000000000001,39.93,其它诈骗,170
116.46000000000001,39.9,代开发票或办证,392
116.46000000000001,39.910000000000004,代开发票或办证,236
116.48,39.910000000000004,代开发票或办证,240
116.28,39.82,代开发票或办证,103
116.48,39.89,代开发票或办证,103
116.4,39.85,代开发票或办证,168
116.47,39.9,房产广告,267
116.4,40.04,代开发票或办证,6
116.39,40.04,代开发票或办证,1
116.37,39.95,代开发票或办证,68
116.27,39.89,代开发票或办证,194
116.26,39.84,代开发票或办证,2
116.26,39.85,代开发票或办证,10
116.45,39.92,冒充机构诈骗,136
116.46000000000001,39.87,代开发票或办证,303
116.45,39.87,代开发票或办证,65
116.46000000000001,39.86,代开发票或办证,122
116.43,39.92,冒充机构诈骗,21
116.44,39.92,冒充机构诈骗,109
116.51,39.92,代开发票或办证,172
116.65,39.92,代开发票或办证,11
116.36,39.83,代开发票或办证,26
116.32000000000001,39.92,代开发票或办证,18
116.46000000000001,39.9,房产广告,74
116.45,39.86,代开发票或办证,174
116.31,39.92,代开发票或办证,61
116.41,39.89,代开发票或办证,123
116.39,39.89,代开发票或办证,27
116.4,39.89,代开发票或办证,8
116.52,40.02,代开发票或办证,10
116.56,39.92,代开发票或办证,4
116.58,39.95,代开发票或办证,2
116.55,39.92,代开发票或办证,14
116.35000000000001,39.83,代开发票或办证,40
116.31,39.84,代开发票或办证,46
116.23,39.9,代开发票或办证,47
116.23,39.89,代开发票或办证,9
116.58,39.980000000000004,代开发票或办证,7
116.58,39.97,代开发票或办证,17
116.36,39.89,代开发票或办证,22
116.36,39.88,代开发票或办证,26
116.46000000000001,39.87,冒充机构诈骗,89
116.35000000000001,39.88,代开发票或办证,34
116.64,40.31,代开发票或办证,19
116.34,39.75,代开发票或办证,11
116.33,39.75,代开发票或办证,27
116.33,39.84,代开发票或办证,9
116.27,39.95,代开发票或办证,9
116.27,39.96,代开发票或办证,6
116.27,39.92,代开发票或办证,45
116.63,40.300000000000004,代开发票或办证,19
116.48,39.9,房产广告,39
116.55,39.910000000000004,代开发票或办证,68
116.28,39.88,代开发票或办证,14
116.41,40.03,代开发票或办证,45
116.41,39.96,贷款广告,13
116.46000000000001,39.94,贷款广告,7
116.44,39.84,代开发票或办证,49
116.3,39.97,代开发票或办证,34
116.3,39.980000000000004,代开发票或办证,28
116.60000000000001,39.9,代开发票或办证,48
116.39,39.86,代开发票或办证,16
116.32000000000001,39.75,代开发票或办证,19
116.31,39.97,代开发票或办证,90
116.46000000000001,39.94,其它广告,2
116.33,39.89,代开发票或办证,28
116.34,39.9,代开发票或办证,10
116.3,39.84,代开发票或办证,42
116.29,39.84,代开发票或办证,56
116.3,39.83,代开发票或办证,35
116.3,39.82,代开发票或办证,22
116.29,39.81,代开发票或办证,16
116.3,39.81,代开发票或办证,13
116.28,39.83,代开发票或办证,76
116.33,40.050000000000004,代开发票或办证,11
116.32000000000001,40.050000000000004,代开发票或办证,53
116.48,39.910000000000004,贷款广告,2
116.47,39.910000000000004,代开发票或办证,256
116.34,39.84,代开发票或办证,36
116.34,39.85,代开发票或办证,27
116.29,40.09,房产广告,18
116.28,40.09,房产广告,13
116.22,39.92,代开发票或办证,33
116.24000000000001,39.92,代开发票或办证,3
116.36,39.86,代开发票或办证,17
116.57000000000001,39.910000000000004,冒充机构诈骗,7
116.48,39.92,贷款广告,19
116.43,39.97,代开发票或办证,16
116.31,39.9,房产广告,14
